ml_name,side_effects,db_name
Calaspargase pegol-mknl Injection,"['diarrhea', 'unusual bleeding', 'severe bleeding', 'unusual bruising', 'severe bruising', 'ongoing pain that begins in the stomach area', 'ongoing pain that may spread to the back', 'increased thirst', 'frequent urination', 'increased urination', 'yellowing of skin', 'yellowing of eyes', 'abdominal pain', 'nausea', 'vomiting', 'extreme tiredness', 'light colored stools', 'dark urine', 'severe headache', 'red arm', 'swollen arm', 'painful arm', 'red leg', 'swollen leg', 'painful leg', 'chest pain', 'shortness of breath', 'irregular heartbeat', 'fast heartbeat', 'fever', 'chills', 'cough', 'signs of infection', 'shortness of breath especially when exercising', 'extreme tiredness', 'swelling of legs', 'swelling of ankles', 'swelling of feet', 'irregular heartbeat', 'fast heartbeat']",Calaspargase pegol
Levoleucovorin Injection,"['mouth sores', 'nausea', 'vomiting', 'loss of appetite', 'stomach pain', 'diarrhea', 'heartburn', 'confusion', 'numbness in the hands', 'numbness in the feet', 'burning in the hands', 'burning in the feet', 'tingling in the hands', 'tingling in the feet', 'changes in ability to taste food', 'hair loss', 'itchy skin', 'dry skin', 'tiredness', 'difficulty breathing', 'itching', 'rash', 'fever', 'chills']",Levoleucovorin
Zanamivir Oral Inhalation,"['dizziness', 'irritation of the nose', 'joint pain', 'difficulty breathing', 'wheezing', 'shortness of breath', 'hives', 'rash', 'itching', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness']",Zanamivir
Silver Sulfadiazine,"['pain', 'burning', 'itching', 'unusual bleeding', 'unusual bruising', 'fever', 'sore throat', 'yellowing of the skin', 'yellowing of the eyes', 'blood in urine', 'aching joints', 'unusual weakness', 'unusual tiredness', 'skin rash']",Silver
Luliconazole Topical,"['irritation in the place where you applied this medication', 'itching in the place where you applied this medication', 'stinging in the place where you applied this medication']",Luliconazole
Ensifentrine Oral Inhalation,"['back pain', 'diarrhea', 'difficult urination', 'painful urination', 'sudden shortness of breath immediately after inhaling this medication', 'new depression', 'worsening depression', 'thinking about harming yourself', 'thinking about killing yourself', 'planning to harm yourself', 'planning to kill yourself', 'trying to harm yourself', 'trying to kill yourself', 'extreme worry', 'agitation', 'panic attacks', 'new anxiety', 'worsening anxiety', 'difficulty falling asleep', 'difficulty staying asleep', 'aggressive behavior', 'irritability', 'acting without thinking', 'severe restlessness', 'frenzied abnormal excitement']",Ensifentrine
Fludrocortisone Acetate,"['upset stomach', 'stomach irritation', 'vomiting', 'headache', 'dizziness', 'insomnia', 'restlessness', 'depression', 'anxiety', 'acne', 'increased hair growth', 'easy bruising', 'irregular menstrual periods', 'absent menstrual periods', 'skin rash', 'swollen face', 'swollen lower legs', 'swollen ankles', 'vision problems', 'cold that lasts a long time', 'infection that lasts a long time', 'muscle weakness', 'black stool', 'tarry stool']",Fludrocortisone
Diflorasone Topical,"['burning of the skin', 'itching of the skin', 'irritation of the skin', 'redness of the skin', 'drying of the skin', 'cracking of the skin', 'acne', 'rash', 'increased hair growth', 'change in skin color', 'bruising of the skin', 'shiny skin', 'tiny red bumps around the mouth', 'rash around the mouth', 'small white bumps on the skin', 'small red bumps on the skin', 'redness in the place where you applied this medication', 'swelling in the place where you applied this medication', 'oozing pus in the place where you applied this medication', 'signs of skin infection in the place where you applied this medication', 'changes in the way fat is spread around the body', 'sudden weight gain', 'unusual tiredness', 'muscle weakness', 'depression', 'irritability']",Diflorasone
Brexanolone Injection,"['dry mouth', 'heartburn', 'mouth pain', 'throat pain', 'flushing', 'hot flashes', 'dizziness', 'spinning sensation', 'fatigue', 'racing heartbeat']",Brexanolone
Naxitamab-gqgk Injection,"['vomiting', 'nausea', 'diarrhea', 'loss of appetite', 'anxiety', 'irritability', 'tiredness', 'cough', 'runny nose', 'fever', 'signs of infection', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the lower legs', 'severe headache', 'racing heartbeat', 'irregular heartbeat', 'chest pain', 'dizziness', 'shortness of breath', 'nose bleeds']",Naxitamab
Neomycin Topical,"['irritation', 'burning', 'redness', 'rash', 'itching', 'hearing difficulty', 'decreased urination']",Neomycin
Deferoxamine Injection,"['pain at the site of injection', 'redness at the site of injection', 'itching at the site of injection', 'swelling at the site of injection', 'muscle spasms', 'nausea', 'vomiting', 'diarrhea', 'rash', 'redness', 'itching', 'hives', 'dizziness', 'feeling faint', 'difficulty breathing', 'difficulty swallowing', 'cough', 'chills', 'fever', 'sign of infection', 'changes in vision', 'difficulty hearing', 'difficulty breathing', 'decreased urination', 'seizures']",Deferoxamine
Avelumab Injection,"['muscle pain', 'bone pain', 'joint pain', 'headache', 'constipation', 'nausea', 'vomiting', 'weight loss', 'tiredness', 'new cough', 'worsening cough', 'shortness of breath', 'chest pain', 'yellowing of the skin', 'yellowing of the eyes', 'nausea', 'vomiting', 'pain in upper right side of stomach', 'dark (tea-colored) urine', 'extreme tiredness', 'unusual bruising', 'unusual bleeding', ""headaches that won't go away"", 'unusual headaches', 'rapid heartbeat', 'constipation', 'increased sweating', 'voice changes', 'weight changes', 'feeling more hungry than usual', 'feeling more thirsty than usual', 'dizziness', 'fainting', 'hair loss', 'vomiting', 'decreased sex drive', 'feeling irritable', 'feeling confused', 'feeling forgetful', 'stomach pain', 'feeling cold', 'diarrhea', 'blood in stools', 'dark, tarry, sticky stools', 'stomach area pain', 'stomach area tenderness', 'persistent muscle pain', 'muscle weakness', 'muscle cramps', 'feeling dizzy', 'feeling faint', 'neck stiffness', 'swelling of hands', 'swelling of feet', 'swelling of ankles', 'swelling of legs', 'irregular heartbeat', 'chest pain', 'chest tightness', 'pain in the arms', 'pain in the back', 'pain in the neck', 'pain in the jaw', 'breaking out in cold sweat', 'fever', 'flu-like symptoms', 'blurry vision', 'double vision', 'sensitivity to light', 'vision problems', 'rash', 'itching skin', 'blistering skin', 'peeling skin', 'sores in mouth', 'sores in nose', 'sores in throat', 'sores in genital area', 'swollen glands', 'decreased urination', 'blood in urine', 'swelling in ankles', 'loss of appetite', 'unusual bleeding', 'unusual bruising', 'frequent urination', 'painful urination', 'urgent urination']",Avelumab
"Corticotropin, Repository Injection","['increased appetite', 'decreased appetite', 'weight gain', 'irritability', 'changes in mood', 'changes in personality', 'abnormally happy mood', 'abnormally excited mood', 'difficulty falling asleep', 'difficulty staying asleep', 'sore throat', 'fever', 'cough', 'vomiting', 'diarrhea', 'signs of infection', 'open cuts', 'open sores', 'puffiness of the face', 'fullness of the face', 'increased fat around the neck', 'thin skin', 'stretch marks on the skin of the abdomen', 'stretch marks on the skin of the thighs', 'stretch marks on the skin of the breasts', 'easy bruising', 'muscle weakness', 'stomach pain', 'vomit that is bloody', 'vomit that looks like coffee grounds', 'bright red blood in stools', 'black stools', 'tarry stools', 'depression', 'difficulty recognizing reality', 'vision problems', 'excessive tiredness', 'increased thirst', 'fast heartbeat', 'rash', 'swelling of the face', 'swelling of the tongue', 'swelling of the lips', 'swelling of the throat', 'difficulty breathing', 'new seizures', 'different seizures']",Corticotropin
Tebentafusp injection,"['rash', 'skin redness', 'skin itching', 'skin swelling', 'lightening of the skin', 'darkening of the skin', 'hair color changes', 'hair loss', 'constipation', 'swelling of the arms', 'swelling of the legs', 'decreased appetite', 'pain in arms', 'pain in legs', 'pain in back', 'pain in joints', 'mouth pain', 'throat pain', 'pain in right upper stomach area', 'discomfort in right upper stomach area', 'yellowing of the skin', 'yellowing of the eyes']",Tebentafusp
Bepotastine Ophthalmic,"['mild taste', 'irritated eyes', 'headache', 'swelling of the inside of the nose', 'swelling of the throat']",Bepotastine
Inclisiran injection,"['pain at injection site', 'swelling at injection site', 'redness at injection site', 'joint pain', 'cough', 'shortness of breath', 'wheezing', 'low fever', 'chest tightness', 'itching', 'rash', 'hives', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes']",Inclisiran
Pramlintide Injection,"['redness at the this medication injection site', 'swelling at the this medication injection site', 'bruising at the this medication injection site', 'itching at the this medication injection site', 'loss of appetite', 'stomach pain', 'excessive tiredness', 'dizziness', 'cough', 'sore throat', 'joint pain']",Pramlintide
Carfilzomib Injection,"['headache', 'diarrhea', 'constipation', 'muscle spasm', 'pain in the arms', 'pain in the legs', 'back pain', 'difficulty falling asleep', 'difficulty staying asleep', 'cough', 'dry mouth', 'dark urine', 'decreased sweating', 'dry skin', 'signs of dehydration', 'swelling of the feet', 'swelling of the legs', 'pain in one leg', 'tenderness in one leg', 'redness in one leg', 'shortness of breath', 'difficulty breathing', 'chest pain', 'pain in the hands', 'pain in the feet', 'burning in the hands', 'burning in the feet', 'numbness in the hands', 'numbness in the feet', 'tingling in the hands', 'tingling in the feet', 'nausea', 'unusual tiredness', 'unusual weakness', 'unusual bleeding', 'unusual bruising', 'lack of energy', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'flu-like symptoms', 'bloody stools', 'black, tarry stools', 'rash of pinpoint-sized reddish-purple spots, usually on the lower legs', 'blood in the urine', 'decreased urination', 'seizures', 'vision changes', 'loss of vision', 'confusion', 'memory loss', 'dizziness', 'loss of balance', 'difficulty talking', 'difficulty walking', 'changes in vision', 'decreased strength on one side of the body', 'weakness on one side of the body']",Carfilzomib
Pegvaliase-pqpz Injection,"['itching at the injection site', 'bruising at the injection site', 'rash at the injection site', 'joint pain', 'headache', 'stomach pain', 'mouth pain', 'throat pain', 'feeling tired', 'anxiety', 'hair loss', 'cough', 'stuffy nose', 'redness at the injection site', 'pain at the injection site', 'swelling at the injection site', 'tenderness at the injection site', 'blistering at the injection site', 'hardening at the injection site', 'fluid at the injection site', 'pus at the injection site', 'dark scab at the injection site', 'open wound at the injection site', 'rash that lasts at least 14 days', 'itching that lasts at least 14 days', 'hives that lasts at least 14 days', 'skin redness that lasts at least 14 days']",Pegvaliase
Anti-thymocyte Globulin (Rabbit) Injection,"['constipation', 'heartburn', 'difficulty falling asleep', 'difficulty staying asleep', 'sweating', 'acne', 'feeling unwell', 'feeling tired', 'feeling weak', 'swelling of the arms', 'swelling of the hands', 'swelling of the legs', 'swelling of the feet', 'back pain', 'sore throat', 'fever', 'cough', 'congestion', 'frequent urination', 'painful urination', 'signs of infection', 'unusual bleeding', 'unusual bruising']",Rabbit
Nalbuphine Injection,"['nausea', 'vomiting', 'dry mouth', 'headache', 'decreased sexual desire', 'inability to get an erection', 'inability to keep an erection', 'extreme tiredness', 'seizures', 'nausea', 'vomiting', 'loss of appetite', 'weakness', 'dizziness', 'chest pain', 'changes in heartbeat', 'agitation', 'hallucinations', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'rash', 'hives', 'itching', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'new pain', 'pain from touch', 'pain from doing ordinary tasks such as combing your hair', 'difficulty swallowing', 'regurgitation', 'pain in the chest area', 'unusual snoring', 'long pauses during breaths during sleep']",Nalbuphine
